"Date","Price","Open","High","Low","Vol.","Change %"
"01/19/2021","958.16","956.20","964.13","955.68","1.40B","0.90%"
"01/18/2021","949.64","951.27","954.98","943.94","1.39B","-0.86%"
"01/15/2021","957.86","971.49","977.38","954.30","1.74B","-1.39%"
"01/14/2021","971.35","978.11","984.91","969.64","1.71B","-0.96%"
"01/13/2021","980.75","981.68","992.03","976.81","2.32B","0.54%"
"01/12/2021","975.51","973.75","978.64","967.01","1.52B","0.06%"
"01/11/2021","974.91","978.89","988.32","968.69","1.98B","-0.27%"
"01/08/2021","977.59","965.70","977.59","964.91","3.00B","2.32%"
"01/07/2021","955.39","952.69","959.29","946.05","4.56B","1.59%"
"01/06/2021","940.41","951.94","957.42","935.88","3.41B","-1.42%"
"01/05/2021","953.99","923.20","953.99","921.51","2.93B","3.21%"
"01/04/2021","924.36","896.70","924.36","893.62","2.76B","1.53%"
"12/30/2020","910.45","927.67","929.05","907.73","3.08B","-1.47%"
"12/29/2020","924.00","910.61","924.16","907.95","2.17B","2.03%"
"12/28/2020","905.64","925.42","925.75","905.13","2.81B","-1.38%"
"12/25/2020","918.35","915.07","920.89","911.17","3.32B","0.92%"
"12/24/2020","910.01","896.75","913.11","890.63","3.78B","1.80%"
"12/23/2020","893.90","903.99","916.35","893.87","4.01B","-1.34%"
"12/22/2020","906.00","893.89","910.49","881.64","3.70B","1.57%"
"12/21/2020","892.00","912.02","926.20","891.88","4.92B","-5.84%"
"12/18/2020","947.28","949.32","953.60","940.86","3.29B","-0.18%"
"12/17/2020","948.99","954.01","959.85","948.47","14.38B","-0.20%"
"12/16/2020","950.90","955.90","956.95","944.69","7.24B","0.17%"
"12/15/2020","949.28","941.09","950.06","934.63","2.83B","0.15%"
"12/14/2020","947.82","962.45","965.84","945.14","4.00B","-1.11%"
"12/09/2020","958.49","962.47","968.93","951.88","4.15B","0.29%"
"12/08/2020","955.75","937.80","960.32","932.41","4.88B","1.66%"
"12/04/2020","940.17","931.47","944.35","931.00","3.65B","0.97%"
"12/03/2020","931.10","922.17","933.02","918.67","3.03B","1.48%"
"12/02/2020","917.49","914.80","926.81","913.81","2.92B","-0.23%"
"12/01/2020","919.58","915.65","926.91","915.07","3.28B","1.21%"
"11/30/2020","908.61","924.36","929.03","908.39","6.85B","-2.63%"
"11/27/2020","933.14","930.56","938.34","927.77","2.29B","-0.05%"
"11/26/2020","933.60","928.48","934.17","923.73","2.03B","0.99%"
"11/25/2020","924.42","924.77","933.87","904.71","3.33B","1.27%"
"11/24/2020","912.85","934.92","937.36","912.03","3.65B","-1.59%"
"11/23/2020","927.63","910.11","929.43","908.38","3.76B","2.56%"
"11/20/2020","904.47","888.78","905.30","886.94","3.00B","1.66%"
"11/19/2020","889.70","886.73","895.15","885.50","2.13B","0.13%"
"11/18/2020","888.51","872.85","888.51","868.84","1.94B","1.35%"
"11/17/2020","876.66","882.56","889.17","872.64","3.02B","-0.18%"
"11/16/2020","878.24","886.17","889.98","878.00","2.77B","0.32%"
"11/13/2020","875.40","862.37","880.98","859.95","3.78B","0.82%"
"11/12/2020","868.27","873.24","873.75","860.82","2.40B","-1.12%"
"11/11/2020","878.09","885.25","888.28","867.01","3.35B","0.28%"
"11/10/2020","875.64","861.56","879.64","846.56","5.33B","6.91%"
"11/09/2020","819.07","814.64","826.86","811.64","2.25B","2.63%"
"11/06/2020","798.05","800.01","805.38","790.93","2.22B","-0.19%"
"11/05/2020","799.58","774.29","801.95","772.36","2.31B","4.51%"
"11/04/2020","765.09","766.71","772.75","759.88","1.26B","-0.12%"
"11/03/2020","766.00","756.79","767.28","756.29","1.26B","2.01%"
"11/02/2020","750.87","747.17","751.63","743.57","967.53M","0.62%"
"10/30/2020","746.26","753.06","753.25","739.95","1.45B","-0.65%"
"10/29/2020","751.14","750.49","755.49","746.81","1.19B","-0.65%"
"10/28/2020","756.02","756.84","764.39","754.70","1.34B","-0.36%"
"10/27/2020","758.72","751.57","761.47","748.23","1.03B","0.11%"
"10/26/2020","757.85","761.79","762.80","755.42","774.73M","-0.63%"
"10/22/2020","762.68","762.96","771.22","755.75","1.26B","-0.32%"
"10/21/2020","765.10","765.40","769.14","760.64","1.12B","0.58%"
"10/20/2020","760.71","757.61","767.63","753.63","1.19B","-0.03%"
"10/19/2020","760.94","768.22","769.28","757.33","1.35B","-2.00%"
"10/16/2020","776.50","783.74","785.44","771.77","1.01B","-0.71%"
"10/15/2020","782.02","787.60","790.65","779.99","1.20B","-1.61%"
"10/14/2020","794.81","800.31","801.91","790.40","1.08B","-1.22%"
"10/12/2020","804.59","801.79","808.69","797.87","954.35M","0.47%"
"10/09/2020","800.79","808.18","809.17","797.89","983.31M","-0.52%"
"10/08/2020","804.96","801.81","810.61","799.45","1.35B","0.94%"
"10/07/2020","797.43","785.08","798.08","782.21","1.36B","1.25%"
"10/06/2020","787.62","788.32","792.25","785.10","1.37B","0.74%"
"10/05/2020","781.81","783.52","785.56","778.07","862.93M","0.58%"
"10/02/2020","777.31","785.07","785.75","772.78","1.37B","-1.36%"
"10/01/2020","788.02","786.49","791.02","777.61","995.65M","0.89%"
"09/30/2020","781.06","797.46","798.54","780.61","986.58M","-1.93%"
"09/29/2020","796.43","804.40","805.19","793.61","911.71M","-0.70%"
"09/28/2020","802.03","790.56","803.25","790.45","1.05B","2.04%"
"09/25/2020","786.03","789.81","794.22","783.53","1.08B","-0.15%"
"09/24/2020","787.21","795.26","798.13","784.04","1.31B","-1.88%"
"09/23/2020","802.30","811.27","812.14","801.80","964.41M","-0.81%"
"09/22/2020","808.83","812.66","815.25","805.49","954.37M","-0.86%"
"09/21/2020","815.81","830.08","831.47","814.24","790.08M","-1.33%"
"09/18/2020","826.83","827.91","831.07","821.19","1.14B","0.14%"
"09/17/2020","825.66","828.74","831.22","822.17","792.19M","-0.87%"
"09/16/2020","832.88","827.59","834.79","825.18","958.01M","0.66%"
"09/15/2020","827.38","822.26","828.44","819.13","752.93M","1.09%"
"09/14/2020","818.43","827.99","829.15","817.09","738.93M","-0.63%"
"09/11/2020","823.64","829.00","833.53","822.50","718.55M","-0.80%"
"09/10/2020","830.25","832.31","835.20","826.35","805.33M","-0.16%"
"09/09/2020","831.54","821.94","833.16","819.85","1.06B","-0.16%"
"09/08/2020","832.91","840.41","840.65","831.47","929.27M","-1.38%"
"09/03/2020","844.60","850.08","851.65","841.60","970.71M","-0.35%"
"09/02/2020","847.56","840.34","848.12","837.36","997.13M","0.70%"
"09/01/2020","841.66","846.41","849.17","838.14","1.06B","-0.30%"
"08/31/2020","844.22","859.55","863.28","843.49","1.63B","-1.29%"
"08/28/2020","855.29","865.30","867.45","852.87","1.43B","-0.39%"
"08/27/2020","858.66","856.10","863.14","854.51","1.20B","0.24%"
"08/26/2020","856.64","854.87","858.38","848.73","1.11B","0.32%"
"08/25/2020","853.89","859.14","861.85","853.29","1.22B","0.19%"
"08/24/2020","852.29","844.78","853.83","839.50","1.19B","1.45%"
"08/21/2020","840.07","847.14","848.96","838.21","852.52M","-0.02%"
"08/20/2020","840.28","841.66","847.32","838.10","1.23B","-1.21%"
"08/19/2020","850.57","868.69","869.55","846.43","1.59B","-1.99%"
"08/18/2020","867.86","861.06","867.95","860.63","1.12B","0.77%"
"08/17/2020","861.25","866.29","867.93","856.66","1.33B","-0.28%"
"08/14/2020","863.69","877.43","879.38","861.87","1.34B","-1.71%"
"08/13/2020","878.70","876.64","880.89","874.82","1.89B","1.38%"
"08/11/2020","866.77","863.19","870.99","861.13","1.66B","1.50%"
"08/10/2020","853.92","858.65","860.91","853.82","664.57M","-0.35%"
"08/07/2020","856.88","862.48","863.57","854.28","809.77M","-0.83%"
"08/06/2020","864.05","863.65","872.54","863.35","1.13B","-0.17%"
"08/05/2020","865.49","863.28","868.94","856.96","1.28B","0.60%"
"08/04/2020","860.32","859.93","865.54","857.74","1.11B","0.90%"
"08/03/2020","852.67","858.84","859.45","847.64","1.06B","-1.19%"
"07/31/2020","862.98","852.92","863.07","844.39","1.52B","1.04%"
"07/30/2020","854.12","875.48","876.71","851.90","1.36B","-1.98%"
"07/29/2020","871.41","878.20","881.21","870.06","1.26B","-0.47%"
"07/24/2020","875.50","881.01","882.71","872.38","1.19B","-1.71%"
"07/23/2020","890.70","888.74","894.24","882.61","1.56B","0.14%"
"07/22/2020","889.48","906.34","907.58","889.21","1.29B","-1.63%"
"07/21/2020","904.21","896.86","906.57","895.92","1.59B","1.59%"
"07/20/2020","890.04","890.77","896.79","885.54","1.04B","-0.23%"
"07/17/2020","892.09","886.46","893.42","883.58","745.20M","1.01%"
"07/16/2020","883.16","888.20","890.87","879.63","940.82M","-0.65%"
"07/15/2020","888.98","887.11","891.97","882.13","1.30B","1.12%"
"07/14/2020","879.13","871.20","880.64","866.57","1.29B","0.05%"
"07/13/2020","878.65","894.04","895.19","876.30","1.42B","-0.80%"
"07/10/2020","885.71","892.86","896.94","882.13","1.00B","-1.58%"
"07/09/2020","899.93","901.78","904.85","894.33","1.64B","0.16%"
"07/08/2020","898.45","906.18","912.19","897.52","1.27B","-1.04%"
"07/07/2020","907.90","920.05","922.66","907.90","1.62B","-0.06%"
"07/03/2020","908.49","914.01","915.50","907.29","1.13B","-0.41%"
"07/02/2020","912.22","898.28","914.19","895.86","1.72B","2.23%"
"07/01/2020","892.30","889.71","892.96","878.59","1.18B","0.81%"
"06/30/2020","885.15","889.87","895.10","885.15","1.51B","0.74%"
"06/29/2020","878.64","871.03","878.76","865.37","1.32B","0.00%"
"06/26/2020","878.61","881.97","888.22","876.06","1.11B","0.42%"
"06/25/2020","874.96","870.02","875.85","861.47","1.82B","-0.60%"
"06/24/2020","880.20","901.13","903.56","879.90","1.59B","-1.91%"
"06/23/2020","897.32","899.23","901.29","892.77","1.35B","0.38%"
"06/22/2020","893.92","899.01","905.79","890.73","1.82B","-1.51%"
"06/19/2020","907.67","912.93","915.59","905.09","1.56B","-0.33%"
"06/18/2020","910.63","900.29","914.53","899.26","1.76B","-0.42%"
"06/17/2020","914.49","905.22","918.64","901.82","1.96B","0.55%"
"06/16/2020","909.52","915.72","916.97","905.63","1.67B","2.20%"
"06/15/2020","889.98","912.11","916.98","886.27","2.46B","-3.32%"
"06/12/2020","920.52","905.89","924.28","902.47","2.34B","-1.27%"
"06/11/2020","932.34","945.65","951.60","923.35","2.28B","-1.86%"
"06/10/2020","950.03","948.31","954.26","937.47","2.23B","0.89%"
"06/09/2020","941.69","964.03","971.75","936.25","3.00B","-2.43%"
"06/08/2020","965.12","975.69","979.98","959.34","3.17B","-0.03%"
"06/05/2020","965.37","949.46","968.33","939.26","3.49B","1.97%"
"06/04/2020","946.71","936.95","949.26","933.68","3.95B","3.01%"
"06/02/2020","919.05","908.03","919.05","904.53","2.44B","1.95%"
"06/01/2020","901.45","905.10","909.52","898.81","1.95B","0.61%"
"05/29/2020","896.01","886.46","896.10","879.17","3.78B","0.81%"
"05/28/2020","888.84","903.39","904.63","888.84","2.55B","-0.70%"
"05/27/2020","895.13","889.60","895.66","882.17","2.98B","0.74%"
"05/26/2020","888.53","889.03","896.78","885.98","2.37B","1.19%"
"05/25/2020","878.06","870.15","880.52","865.73","1.96B","1.18%"
"05/22/2020","867.81","872.31","873.76","855.96","2.14B","-1.61%"
"05/21/2020","881.97","889.20","891.36","877.10","2.50B","-0.13%"
"05/20/2020","883.08","876.12","883.08","872.55","2.65B","0.87%"
"05/19/2020","875.44","876.86","882.78","872.28","2.53B","1.92%"
"05/18/2020","858.94","862.10","866.75","857.05","1.77B","0.51%"
"05/15/2020","854.57","860.48","862.07","853.52","1.26B","-0.18%"
"05/14/2020","856.11","860.67","863.81","852.78","1.30B","-1.30%"
"05/13/2020","867.36","870.05","874.65","864.38","1.90B","-0.60%"
"05/12/2020","872.60","862.68","875.14","860.78","1.75B","0.96%"
"05/11/2020","864.32","857.08","869.80","856.32","1.80B","1.89%"
"05/08/2020","848.27","848.77","852.58","840.92","1.23B","0.68%"
"05/07/2020","842.56","852.75","855.67","838.04","1.68B","-1.64%"
"05/05/2020","856.57","862.83","864.96","855.72","1.48B","-1.94%"
"04/30/2020","873.56","870.04","873.56","865.34","2.19B","1.86%"
"04/29/2020","857.63","860.22","863.25","853.80","1.18B","0.39%"
"04/28/2020","854.34","848.62","861.27","843.27","1.65B","0.70%"
"04/27/2020","848.40","851.34","852.74","841.74","1.05B","0.76%"
"04/24/2020","842.03","855.05","858.73","839.61","1.57B","-1.41%"
"04/23/2020","854.09","851.45","859.57","845.89","1.72B","0.62%"
"04/22/2020","848.81","836.19","850.03","825.29","1.95B","0.73%"
"04/21/2020","842.65","839.55","850.30","835.93","1.75B","-1.50%"
"04/20/2020","855.45","835.76","862.09","831.68","1.83B","2.63%"
"04/17/2020","833.49","825.35","834.33","816.02","1.59B","3.98%"
"04/16/2020","801.61","820.44","824.95","801.61","1.89B","-3.23%"
"04/15/2020","828.38","841.46","847.45","827.05","1.96B","-2.00%"
"04/14/2020","845.32","844.94","854.07","834.11","2.51B","1.46%"
"04/13/2020","833.16","828.97","833.98","821.75","1.67B","0.50%"
"04/10/2020","829.00","812.42","829.13","811.16","1.96B","1.53%"
"04/09/2020","816.47","825.30","842.10","809.88","2.68B","0.17%"
"04/08/2020","815.05","814.38","823.28","805.74","2.61B","-1.26%"
"04/07/2020","825.42","804.69","830.44","793.47","3.11B","7.66%"
"04/03/2020","766.67","777.96","782.72","760.30","3.79B","-0.15%"
"04/02/2020","767.79","747.35","772.59","741.04","4.07B","3.69%"
"04/01/2020","740.46","749.55","761.18","740.29","2.01B","-2.17%"
"03/31/2020","756.91","747.15","758.79","741.68","2.13B","3.70%"
"03/30/2020","729.91","730.57","736.34","719.39","1.31B","-1.37%"
"03/27/2020","740.05","753.99","761.24","732.02","2.28B","0.33%"
"03/26/2020","737.58","724.06","746.55","721.66","2.24B","1.24%"
"03/25/2020","728.53","715.20","745.13","704.52","2.43B","5.41%"
"03/24/2020","691.15","712.99","715.76","681.94","2.31B","1.63%"
"03/23/2020","680.07","693.19","711.63","679.35","2.16B","-10.06%"
"03/20/2020","756.11","718.02","761.08","710.41","3.24B","9.27%"
"03/19/2020","691.99","670.64","697.29","665.27","2.30B","-0.17%"
"03/18/2020","693.14","697.38","715.32","675.79","2.14B","1.46%"
"03/17/2020","683.16","690.68","710.79","683.16","2.36B","-0.92%"
"03/16/2020","689.47","707.26","732.79","687.01","2.49B","-7.95%"
"03/13/2020","749.01","653.63","777.49","628.97","4.28B","3.07%"
"03/12/2020","726.73","769.29","772.45","712.65","3.33B","-11.70%"
"03/11/2020","822.99","836.90","848.23","812.00","1.92B","-1.97%"
"03/10/2020","839.52","833.45","852.25","830.31","2.21B","1.41%"
"03/09/2020","827.85","839.28","864.17","823.11","3.05B","-9.45%"
"03/06/2020","914.22","921.45","922.41","910.15","1.43B","-2.22%"
"03/05/2020","934.94","937.25","948.74","934.94","1.55B","0.72%"
"03/04/2020","928.25","917.65","931.33","915.15","1.38B","0.00%"
"03/03/2020","928.25","915.55","933.11","910.00","1.99B","3.37%"
"03/02/2020","897.96","911.75","915.20","884.05","1.84B","0.01%"
"02/28/2020","897.84","903.70","911.85","894.31","2.21B","-4.36%"
"02/27/2020","938.77","922.16","942.12","909.98","2.00B","2.32%"
"02/26/2020","917.49","958.07","961.12","917.49","2.66B","-5.21%"
"02/25/2020","967.92","964.38","974.46","952.09","2.07B","0.59%"
"02/24/2020","962.25","987.78","988.80","962.25","1.82B","-4.11%"
"02/21/2020","1,003.51","990.51","1,003.66","989.65","1.47B","0.35%"
"02/20/2020","999.99","1,010.72","1,011.09","994.55","1.62B","-1.13%"
"02/19/2020","1,011.38","1,018.00","1,022.72","1,008.34","1.38B","-0.37%"
"02/18/2020","1,015.09","1,019.47","1,020.52","1,012.54","1.02B","-0.98%"
"02/17/2020","1,025.18","1,023.69","1,028.12","1,021.04","978.28M","0.31%"
"02/14/2020","1,022.02","1,030.08","1,031.78","1,019.94","1.15B","-0.45%"
"02/13/2020","1,026.68","1,032.93","1,034.95","1,025.10","940.93M","-0.71%"
"02/12/2020","1,034.01","1,027.66","1,036.91","1,025.87","1.18B","1.18%"
"02/11/2020","1,021.95","1,033.20","1,034.14","1,021.19","1.17B","-0.87%"
"02/07/2020","1,030.90","1,032.15","1,034.30","1,024.64","1.25B","-0.11%"
"02/06/2020","1,032.07","1,035.92","1,038.72","1,028.72","1.59B","-0.08%"
"02/05/2020","1,032.89","1,024.78","1,034.35","1,020.48","1.46B","0.88%"
"02/04/2020","1,023.89","1,009.86","1,024.88","1,007.70","1.44B","1.80%"
"02/03/2020","1,005.79","1,013.10","1,018.89","1,005.59","1.08B","-1.21%"
"01/31/2020","1,018.08","1,028.78","1,031.37","1,018.03","1.27B","-0.65%"
"01/30/2020","1,024.76","1,019.45","1,026.74","1,018.41","1.08B","-0.18%"
"01/29/2020","1,026.58","1,024.56","1,029.63","1,015.42","1.41B","0.95%"
"01/28/2020","1,016.90","1,020.87","1,032.90","1,011.96","1.55B","-0.74%"
"01/27/2020","1,024.53","1,041.33","1,042.98","1,019.61","1.96B","-3.33%"
"01/24/2020","1,059.82","1,064.02","1,064.79","1,057.64","1.13B","-0.28%"
"01/23/2020","1,062.84","1,060.05","1,066.01","1,056.94","1.40B","-0.05%"
"01/22/2020","1,063.33","1,066.02","1,066.97","1,056.99","1.83B","0.10%"
"01/21/2020","1,062.26","1,066.66","1,070.09","1,060.49","1.76B","-0.89%"
"01/20/2020","1,071.80","1,077.28","1,078.48","1,069.72","1.46B","-0.87%"
"01/17/2020","1,081.22","1,081.83","1,084.23","1,078.16","1.36B","0.22%"
"01/16/2020","1,078.87","1,068.58","1,080.94","1,067.44","1.34B","1.05%"
"01/15/2020","1,067.66","1,069.78","1,073.38","1,063.70","1.27B","-0.59%"
"01/14/2020","1,074.04","1,076.57","1,078.39","1,067.77","1.28B","-0.02%"
"01/13/2020","1,074.25","1,075.44","1,077.54","1,068.69","1.14B","0.30%"
"01/10/2020","1,071.03","1,073.46","1,074.07","1,065.68","1.23B","-0.01%"
"01/09/2020","1,071.15","1,066.38","1,073.19","1,061.88","1.78B","1.32%"
"01/08/2020","1,057.19","1,063.94","1,066.77","1,054.24","1.97B","-1.66%"
"01/07/2020","1,075.07","1,071.20","1,075.20","1,062.78","1.58B","1.06%"
"01/06/2020","1,063.83","1,072.49","1,074.50","1,061.17","2.03B","-1.45%"
"01/03/2020","1,079.50","1,081.12","1,086.71","1,077.32","1.48B","-0.14%"
"01/02/2020","1,081.00","1,072.36","1,083.41","1,071.16","1.75B","1.17%"
